Caryophylli Flos,Flowers,The dried flower bud of Eugenia caryophyllata Thunb.(Myrtaceae).,"Primarily produced in Zanzibar Island of Tanzania, as well as Malaysia and Indonesia. In China, it has been introduced into cultivation in the provinces of Hainan and Guangdong.",Sweet; warm.,"Warms stomach, warms kidney. Apply to cold stomach and swelling pain, hiccup, vomiting and diarrhea, impediment, colic, ozostomia, toothache.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00299.jpg,Warming Medicinals
Tsaoko Fructus,Fruits and seeds,The dried nature fruit of Amomum tsao-ko Crevost et Lemaire (Zingiberaceae),"Primarily produced in the Chinese provinces of Guizhou, Guangxi, Yunnan.",Acrid; warm.,"Dried dampness, eliminates cold, eliminates phlegm, interrupts malaria, promotes digestion. Apply to malaria, phlegm-fluid retention, abdominal cold pain, nausea, vomiting, diarrhea, indigestion.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00161.jpg,Dampness-transforming Medicinals
Chaenomelis Fructus,Fruits and seeds,The dried mature fruit of Chaenomeles speciosa (Sweet) Nakai(Rosaceae). Also called ‘zhou pi mu gua(wrinkled skin mu gua)’ or ‘xuan mu gua’.,"Primarily produced in the Chinese provinces of Anhui, Sichuan, Hubei, Zhejiang.","Sour, warm","Calms liver, soothes the sinews, harmonizes stomach, transforms dampness. Apply to damp arthralgia and contractions, heavy feeling and pain in the waist and knee joints, vomiting and diarrhea, muscle spasms, beriberi and edema.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00195.jpg,Wind-damp-dispelling Medicinals
Sophorae Flos,Flowers,The dried flower and flower bud of Sophora japonica L.(Fabacaea),"Primarily produced in the Chinese provinces of Henan, Hebei, Shanxi, Shandong.",Bitter; slightly cold.,"Cools blood, stops blood, clears the liver, drains fire. Apply to hemafecia due to intestinal wind, hemorrhoid hemorrhage, hematodiarrhea, hematuria, bloody stranguria, metrorrhagia and metrostaxis, hematemesis, non-traumatic hemorrhage, headache due to live fire, conjunctival congestion ans swellingpain, throat impediment, aphonia, abscess and sore.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00302.jpg,Hemostatic Medicinals
Chloriti Lapis,Minerals,The black mica schist or a chabonate schist of chlorite mica (a metamorphic rock).,"Primarily produced in the Chu'nan region of Zhejiang, as well as Hunan and Hubei.","Salty, sweet, neutral","Downbears phlegm and qi, calms liver, settles fright. Apply to chronic phlegm stasis, coughing and panting, epilepsy, irritability and chest tightness, and convulsion. Often produced in pills.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00405.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Gentianae Radix et Rhizoma,Roots and rhizomes,"The dried root and rhizomes of Gentiana manshurica Kitag., Gentiana scabra Bge., Gentiana triflora Pall., Gentiana rigescens Franch.(Gentianaceae). The first 3 are called long dan, the last one is called jian long dan.",Primarily produced in the areas of northeast China.,Bitter; cold.,"Clears heat, dried dampness, drains the liver, calms fright. Apply to jaundice due to damp-heat, stranguria, genital itching, hydrothermal leucorrhea, head swelling and pain induced by liver and gall bladder fire, conjunctival congestion and swelling pain, deaf and swelling, hypochondriac pain and bitter taste, convulsion due to heat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00081.jpg,Heat-clearing Medicinals
Cervi Cornu Pantotrichum,Zoological substances,"The young non-ossified velvet antler from the male deer Cervus nippon Temminck or Cervus elaphus Linnaeus.(Cervidae) the first is called ‘hua lu rong’, the second is called ‘ma lu rong’. The antler is sawed off in summer and autumn, then processed and dried in the dark or oven-dried.","Primarily produced in the Chinese provinces of Jilin, Liaoning, Hebei.","Sweet, salty, warm","Strengthens kidney yang, supplements essence blood, strengthens sinew and bone, adjusts chong and ren channels, raises sore toxin. Apply to impotence and spermatorrhea, infertility due to ovary cold, skinny body, exhausted spirit, fear of cold, dizziness, tinnitus, deaf, waist cold pain, weakness of sinew and bone, metrorrhagia and metrostaxis, morbid leucorrhea, yin abscesses.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00382.jpg,Tonifying Medicinals
Longan Arillus,Fruits and seeds,The dried aril of Dimocarpus longan Lour.( Sapindaceae),"Primarily produced in the Chinese provinces of Fujian, Guangdong, Guangxi, Yunnan.","Sweet, warm.","Supplements heart and spleen, nourishes blood, calms spirit. Apply to deficiency of qi and blood, palpitation and convulsion, amnesia and insomnia, yellow skin due to blood deficiency.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00191.jpg,Tonifying Medicinals
Santali Albi Lignum,Stems and woods,The dried heartwood from the trunk of Santalum albm L.(Santalaceae),"Primarily produced in India, Indonesia, Malaysia.","Acrid, warm","Moves qi, warms the middle, opens appetite, relieves pain. apply to cold stasis and qi stagnation, chest pain, abdominal pain, lack of food intake due to stomachache, coronary disease, angina pectoris.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00148.jpg,Qi-regulating Medicinals
Piperis Longi Fructus,Fruits and seeds,The dried nearly mature or mature fruit spike of Piper longum L. (Piperaceae).,Primarily produced in Indonesia.,Acrid; hot.,"Warms the center, disperses cold, downbears qi, relieves pain. Apply to cold pain of gastric cavity and abdomen, vomiting, diarrhea, nasosinusitis, hemicrania, externally used for toothache, coronary disease, angina pectoris; heart and abdominal cold pain, vomiting and sour regurgitation, diarrhea with intestine rumbling, cold diarrhea, yin hernia, headache, toothache.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00156.jpg,Warming Medicinals
Pyrrosiae Folium,Leaves,"The dried leaf of Pyrrosia sheareri (Bak.) Ching, Pyrrosia lingua (Thunb.) Farwell, Pyrrosia petiolosa (Christ) Ching. (Polypodiaceae).","Primarily produced in eastern, central and northeastern China.","Sweet, bitter, slightly cold.","Promotes urination, frees strangury, clears heat, stops bleeding. Apply to pyretic stranguria, bloody stranguria, stranguria caused by urinary stone, difficulty in micturition, dripping and pain in micturition induced by pyretic stranguria, hematemesis, non-traumatic hemorrhage, hematuria, metrorrhagia and metrostaxis, dyspnea and cough due to lung-heat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00336.jpg,Water-draining and Dampness-permeating Medicinals
Eupolyphaga Steleophaga,Zoological substances,"The dried body of female Eupolyphaga sinensis Walker, Steleophaga plancyi (Boleny).(Eupolyphaga).","Primarily produced in the Chinese provinces of Anhui, Jiangsu, Henan, Sichuan.","Salty, cold","Breaks blood, joins sinew and bones. Apply to injury of sinew and bone, blood stasis and amenorrhea, abdominal mass.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00396.jpg,Blood-activating and Stasis-removing Medicinals
Descurainiea Semen,Fruits and seeds,"The dried mature seed of Descurainia Sophia (L.) Webb ex Prantl, Lepidium apetalum Willd.(Brassiacaceae). The first is also called ‘nan ting li zi (south ting li zi)’, the second is also called ‘bei ting li zi (north ting li zi)’.",Primarily produced in central southern and eastern China.,"Acrid, bitter, very cold.","Drains lung, downbears qi, disperses phlegm, calms panting, promotes urination, eliminates swelling, removes and expels evil. Apply to asthma and excessive phlegm due to obstruction of lung by phlegm and saliva, pulmonary abscess, edema, dropsy in thoracic and abdominal cavities, difficulty in micturition, chronic cor pulmonale, dyspnea and emphysema due to cardiac failure, scrofula and tuberculosis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00208.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Allii Macrostemonis Bulbus,Roots and rhizomes,"The dried bulb of Allium macrostemon Bge., Allium chinense G. Don.(Liliaceae)",Primarily produced in the northeastern China and the provinces of Jiangsu and Hubei.,"Acrid, bitter, warm.","Frees yang, disperses binds, moves qi, guides stagnation. Apply to chest impediment and heart pain radiating to the back, chest and abdominal fullness, cough with excessive phlegm, abdominal pain, diarrhea tenesmus, leucorrhea, sore and boil swelling and pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00111.jpg,Qi-regulating Medicinals
Alpiniae Oxyphyllae Fructus,Fruits and seeds,"The dried mature fruit of Alpinia oxyphylla Miq.(Zingiberaceae). Harvested between summer and autumn when the fruit turns from green to red, sun-dried or dried in lower temperature.","Primarily produced in the Chinese provinces of Liaoning, Hebei, Inner Mongolia.","Acrid, warm.","Warms spleen, relieves diarrhea, contains drool, warms kidney, secures essence, reduces urine. Apply to diarrhea due to spleen deficiency, abdominal cold pain, hypersalivation, enuresis with renal deficiency, urinary frequency, emissions, whitish and turbid urine.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00239.jpg,Tonifying Medicinals
Citri Grandis Exocarpium,Fruits and seeds,"The dried outer layer of peel from the immature or nearly ripe fruit of Citrus grandis ‘Tomentosa’(Rutaceae). First one is also called ‘mao ju hong’, the second one is also called ‘guang qi zhua’’guang wu zhua’.",Primarily produced in the Chinese area of Huazhou and Lianjiang of Guangdong.,"Acrid, bitter; warm.","Disperses cold, dries dampness, promotes qi, eliminates phlegm. Apply to cough due to wind-cold, itching throat with phlegm, dyspepsia and chronic alcoholism, vomiting, nausea, painful abdominal mass.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00183.jpg,
Citri Expocarpium Rubrum,,,,,,,
Brassicae Junceae Semen,,,,,,,
Egg Yolk,,,,,,,
Brassicae Junceae Semen,,,,,,,
Brassicae Junceae Semen,,,,,,,
Aconiti Radix Cocta,,,,,,,
Aconiti Kusnezoffii Radix Cocta,,,,,,,
Nodus Nelumbinis Rhizomatis,,,,,,,
Polygoni Multiflori Caulis,,,,,,,
Manis Squama,,,,,,,
Bulbus Allii Fistulosi,,,,,,,
Faeces Trogopterori,,,,,,,
Melo Pedicellus,,,,,,,
Semen Oryza Sativa,,,,,,,
Margarita,,,,,,,
Eretmochelydis Carapax,,,,,,,
Succinum,,,,,,,
Benzoinum,,,,,,,
Tritici Fructus,,,,,,,
Draconis Os,,,,,,,
Trachycarpi Petiolus Carbonisatus,,,,,,,
Fructus Toosendan,,,,,,,
Astragali Complanati Semen,,,,,,,
Nelumbinis Stamen,,,,,,,
Medicata Massa Fermentata,,,,,,,
Dried Sea Hare Ovary,,,,,,,
Gardeniae Pericarpium,,,,,,,
Saccharon Crystallinum,,,,,,,
Petiolus Nelmbinis,,,,,,,
Exocarpium Citrulli,,,,,,,
Retinervus Luffae Fructus,,,,,,,
Flos Lablab Album,,,,,,,
Glauberitum,,,,,,,
Terra Flava Usta,,,,,,,
Semen Benincasae,,,,,,,
Puerariae Lobatae Flos,,,,,,,
Jasper Jade Powder,,,,,,,
Styrax,,,,,,,
Blackberry Lily Rhizome,,,,,,,
Armadillidium Vulgare,,,,,,,
Trumpetcreeper Cortex,,,,,,,
Catharsius Molossus,,,,,,,
Nidus Vespae,,,,,,,
